Freq(Hz),S21(DB),S21(DEG),"""a1,1""(DB)","""a1,1""(DEG)","""b2,1""(DB)","""b2,1""(DEG)"
5118750000,-29.865442,175.00087,16.515203,129.18231,-13.350238,-55.816837
5120000000,-30.229635,175.80461,16.521574,128.97731,-13.708061,-55.218105
5121250000,-30.542007,176.62393,16.522625,128.79868,-14.019383,-54.577404
5122500000,-30.862881,178.25587,16.52516,128.65103,-14.337721,-53.093098
5123750000,-30.996161,-179.3175,16.533392,128.61868,-14.462768,-50.698818
5125000000,-30.905985,-177.08737,16.54108,128.53908,-14.364904,-48.54829
5126250000,-30.632401,-176.60669,16.547428,128.33215,-14.084972,-48.274536
5127500000,-30.51672,-177.33374,16.551479,128.31526,-13.965241,-49.018497
5128750000,-30.485931,-178.39894,16.555449,128.23784,-13.930483,-50.161102
5130000000,-30.56918,179.78503,16.563602,128.077,-14.005577,-52.137978
5131250000,-30.987059,178.74353,16.568493,127.95355,-14.418564,-53.302929
5132500000,-31.369963,-179.70592,16.577536,127.7899,-14.792426,-51.916
5133750000,-31.448542,-177.38828,16.587601,127.69402,-14.860941,-49.694256
5135000000,-31.294666,-176.44745,16.591717,127.52004,-14.702949,-48.927414
5136250000,-31.284718,-177.06668,16.598064,127.54664,-14.686653,-49.520039
5137500000,-31.551327,-176.85426,16.605408,127.44677,-14.945921,-49.407501
5138750000,-31.737518,-175.00749,16.611616,127.26716,-15.125903,-47.740334
5140000000,-31.701202,-172.32018,16.619068,127.11712,-15.082134,-45.20306
5141250000,-31.38069,-170.8725,16.621422,126.90773,-14.759267,-43.96476
5142500000,-31.159704,-171.38414,16.62808,126.9278,-14.531625,-44.45636
5143750000,-31.17107,-172.38771,16.632345,126.79385,-14.538724,-45.593864
5145000000,-31.454252,-172.05737,16.639296,126.58131,-14.814957,-45.476059
5146250000,-31.617224,-168.48079,16.646652,126.39339,-14.970572,-42.087399
5147500000,-31.191669,-164.96074,16.650517,126.20526,-14.541152,-38.755478
5148750000,-30.628038,-164.16045,16.657818,126.1786,-13.970222,-37.981846
5150000000,-30.15246,-164.52841,16.661863,126.16103,-13.490595,-38.367397
5151250000,-29.734318,-165.91248,16.666132,126.0069,-13.068187,-39.905579
5152500000,-29.513103,-167.58086,16.675047,125.84439,-12.838057,-41.73645
5153750000,-29.315826,-168.92966,16.683153,125.65458,-12.632673,-43.275085
5155000000,-29.163374,-170.53609,16.688688,125.42975,-12.474686,-45.106342
5156250000,-29.111313,-172.13809,16.694796,125.353,-12.416516,-46.785088
5157500000,-29.116674,-172.46625,16.699408,125.21398,-12.417266,-47.252266
5158750000,-28.847239,-172.52306,16.70768,125.0968,-12.13956,-47.42625
5160000000,-28.646299,-174.27364,16.712671,-65.788803,-11.933629,119.93758
5161250000,-28.704947,-175.76797,16.717844,-65.821022,-11.987104,118.411
5162500000,-28.553362,-175.76036,16.721926,-65.979179,-11.831436,118.26047
5163750000,-28.236862,-177.5305,16.729893,-66.132797,-11.50697,116.33672
5165000000,-28.189133,179.94431,16.73291,-66.344727,-11.456223,113.59956
5166250000,-28.215607,178.49356,16.73918,-66.494995,-11.476428,111.99855
5167500000,-28.159248,177.20111,16.74577,-66.465042,-11.413478,110.73606
5168750000,-28.142895,175.70676,16.750643,-66.610565,-11.392252,109.09618
5170000000,-28.159519,174.64192,16.75786,-66.66317,-11.401659,107.97875
5171250000,-28.054617,173.89371,16.761248,-66.960945,-11.29337,106.93277
5172500000,-27.89082,172.17609,16.766426,-67.082237,-11.124393,105.09386
5173750000,-27.853252,170.12538,16.772919,-67.222435,-11.080333,102.90294
