Freq(Hz),S21(DB),S21(DEG),"""a1,1""(DB)","""a1,1""(DEG)","""b2,1""(DB)","""b2,1""(DEG)"
4600000000,-45.479465,139.7074,16.359926,-69.716331,-29.119539,69.991066
4605000000,-47.244621,66.336319,16.395332,-70.443001,-30.849289,-4.1066804
4610000000,-46.174175,-4.7638264,16.429375,-70.946068,-29.744801,-75.7099
4615000000,-47.279949,-132.84941,16.450335,-71.453674,-30.829615,155.69693
4620000000,-48.655159,174.44887,16.483561,-71.838638,-32.1716,102.61022
4625000000,-53.215595,152.85866,16.506945,-72.213913,-36.708649,80.644745
4630000000,-45.214195,130.18605,16.539391,-72.850517,-28.674805,57.335537
4635000000,-47.988777,79.542419,16.568785,-73.345428,-31.419992,6.1969886
4640000000,-48.69474,91.370071,16.599718,-73.744347,-32.095024,17.625731
4645000000,-44.609905,66.402412,16.621227,-74.257477,-27.988678,-7.8550653
4650000000,-44.120228,30.749187,16.645233,-74.728035,-27.474995,-43.978851
4655000000,-42.648422,13.135625,16.666492,-75.574287,-25.981928,-62.438667
4660000000,-39.613956,-33.333824,16.683968,-76.134789,-22.929989,-109.46862
4665000000,-40.619888,-76.575142,16.700394,-76.722939,-23.919493,-153.29808
4670000000,-42.161209,-123.09114,16.71056,-77.284721,-25.450649,159.62415
4675000000,-48.089508,-173.61479,16.726593,-77.795433,-31.362911,108.58978
4680000000,-83.066772,83.546783,16.737274,-78.491234,-66.329498,5.0555496
4685000000,-49.430119,-100.23891,16.742378,-79.040924,-32.68774,-179.27983
4690000000,-46.263622,-125.05164,16.743357,-79.623276,-29.520267,155.32509
4695000000,-42.046299,-169.81667,16.747538,-80.085472,-25.298759,110.09788
4700000000,-45.791008,148.08287,16.75016,-80.647697,-29.040848,67.435181
4705000000,-44.308453,138.61331,16.742252,-81.253273,-27.5662,57.360039
4710000000,-42.321907,104.25185,16.738188,-81.857445,-25.583717,22.394402
4715000000,-44.105892,45.959896,16.730373,-82.516266,-27.375519,-36.556366
4720000000,-59.856312,115.63926,16.731056,-82.952232,-43.125256,32.687027
4725000000,-42.880703,99.178825,16.726114,-83.398834,-26.154591,15.780002
4730000000,-37.726173,50.045353,16.720465,-84.181999,-21.005709,-34.136642
